matchid,date
Matches/MatchScorecard_T20.asp?MatchCode=0670,2018-02-24
Matches/MatchScorecard_T20.asp?MatchCode=0644,2017-10-29
Matches/MatchScorecard_T20.asp?MatchCode=0641,2017-10-26
Matches/MatchScorecard_T20.asp?MatchCode=0604,2017-01-22
Matches/MatchScorecard_T20.asp?MatchCode=0603,2017-01-20
Matches/MatchScorecard_ODI.asp?MatchCode=3896,2016-06-11
Matches/MatchScorecard_ODI.asp?MatchCode=3935,2016-09-25
Matches/MatchScorecard_ODI.asp?MatchCode=3947,2016-10-08
Matches/MatchScorecard_ODI.asp?MatchCode=3894,2016-06-07
Matches/MatchScorecard_T20.asp?MatchCode=0567,2016-03-28
Matches/MatchScorecard_T20.asp?MatchCode=0562,2016-03-25
Matches/MatchScorecard_ODI.asp?MatchCode=3892,2016-06-03
Matches/MatchScorecard_T20.asp?MatchCode=0423,2015-01-11
Matches/MatchScorecard_ODI.asp?MatchCode=3848,2015-10-22
Matches/MatchScorecard_ODI.asp?MatchCode=3827,2015-08-23
Matches/MatchScorecard_T20.asp?MatchCode=0464,2015-08-16
Matches/MatchScorecard_T20.asp?MatchCode=0463,2015-08-14
Matches/MatchScorecard_T20.asp?MatchCode=0438,2015-07-07
Matches/MatchScorecard_T20.asp?MatchCode=0437,2015-07-05
Matches/MatchScorecard_ODI.asp?MatchCode=3742,2015-01-28
Matches/MatchScorecard_ODI.asp?MatchCode=3740,2015-01-25
Matches/MatchScorecard_T20.asp?MatchCode=0424,2015-01-14
Matches/MatchScorecard_ODI.asp?MatchCode=3665,2014-08-29
Matches/MatchScorecard_ODI.asp?MatchCode=3656,2014-08-21
Matches/MatchScorecard_ODI.asp?MatchCode=3654,2014-08-19
Matches/MatchScorecard_ODI.asp?MatchCode=3653,2014-08-17
Matches/MatchScorecard_ODI.asp?MatchCode=3673,2014-09-06
Matches/MatchScorecard_ODI.asp?MatchCode=3671,2014-09-04
Matches/MatchScorecard_ODI.asp?MatchCode=3669,2014-09-02
Matches/MatchScorecard_T20.asp?MatchCode=0348,2013-11-22
Matches/MatchScorecard_ODI.asp?MatchCode=3509,2013-06-10
Matches/MatchScorecard_ODI.asp?MatchCode=3543,2013-07-31
Matches/MatchScorecard_ODI.asp?MatchCode=3536,2013-07-23
Matches/MatchScorecard_ODI.asp?MatchCode=3534,2013-07-20
Matches/MatchScorecard_ODI.asp?MatchCode=3469,2013-01-25
Matches/MatchScorecard_T20.asp?MatchCode=0300,2012-12-26
Matches/MatchScorecard_T20.asp?MatchCode=0298,2012-12-23
