,MATCH_ID,SCORE
2,Matches/MatchScorecard_ODI.asp?MatchCode=3632,20
3,Matches/MatchScorecard_ODI.asp?MatchCode=3633,8
4,Matches/MatchScorecard_ODI.asp?MatchCode=3649,8
6,Matches/MatchScorecard_ODI.asp?MatchCode=3651,8
7,Matches/MatchScorecard_ODI.asp?MatchCode=3652,8
20,Matches/MatchScorecard_ODI.asp?MatchCode=4092,8
21,Matches/MatchScorecard_ODI.asp?MatchCode=4093,12
22,Matches/MatchScorecard_ODI.asp?MatchCode=4097,12
23,Matches/MatchScorecard_ODI.asp?MatchCode=4189,16
