,MATCH_ID,SCORE
0,Matches/MatchScorecard_ODI.asp?MatchCode=3367,16
1,Matches/MatchScorecard_ODI.asp?MatchCode=3371,44
4,Matches/MatchScorecard_ODI.asp?MatchCode=3380,40
5,Matches/MatchScorecard_ODI.asp?MatchCode=3384,12
6,Matches/MatchScorecard_ODI.asp?MatchCode=3386,8
7,Matches/MatchScorecard_ODI.asp?MatchCode=3389,8
8,Matches/MatchScorecard_ODI.asp?MatchCode=3391,16
10,Matches/MatchScorecard_ODI.asp?MatchCode=3393,16
11,Matches/MatchScorecard_ODI.asp?MatchCode=3398,12
13,Matches/MatchScorecard_ODI.asp?MatchCode=3402,28
14,Matches/MatchScorecard_ODI.asp?MatchCode=3404,16
15,Matches/MatchScorecard_ODI.asp?MatchCode=3405,24
17,Matches/MatchScorecard_ODI.asp?MatchCode=3417,8
21,Matches/MatchScorecard_ODI.asp?MatchCode=3437,24
22,Matches/MatchScorecard_ODI.asp?MatchCode=3439,8
24,Matches/MatchScorecard_ODI.asp?MatchCode=3443,8
27,Matches/MatchScorecard_ODI.asp?MatchCode=3467,8
28,Matches/MatchScorecard_ODI.asp?MatchCode=3471,8
29,Matches/MatchScorecard_ODI.asp?MatchCode=3472,28
30,Matches/MatchScorecard_ODI.asp?MatchCode=3473,16
31,Matches/MatchScorecard_ODI.asp?MatchCode=3474,8
32,Matches/MatchScorecard_ODI.asp?MatchCode=3507,16
35,Matches/MatchScorecard_ODI.asp?MatchCode=3552,8
36,Matches/MatchScorecard_ODI.asp?MatchCode=3555,8
39,Matches/MatchScorecard_ODI.asp?MatchCode=3559,12
40,Matches/MatchScorecard_ODI.asp?MatchCode=3606,8
41,Matches/MatchScorecard_ODI.asp?MatchCode=3608,20
42,Matches/MatchScorecard_ODI.asp?MatchCode=3694,40
43,Matches/MatchScorecard_ODI.asp?MatchCode=3695,24
44,Matches/MatchScorecard_ODI.asp?MatchCode=3697,8
45,Matches/MatchScorecard_ODI.asp?MatchCode=3698,16
46,Matches/MatchScorecard_ODI.asp?MatchCode=3700,16
47,Matches/MatchScorecard_ODI.asp?MatchCode=3829,24
48,Matches/MatchScorecard_ODI.asp?MatchCode=3830,24
49,Matches/MatchScorecard_ODI.asp?MatchCode=3831,24
51,Matches/MatchScorecard_ODI.asp?MatchCode=3833,16
52,Matches/MatchScorecard_ODI.asp?MatchCode=3834,16
54,Matches/MatchScorecard_ODI.asp?MatchCode=3875,8
55,Matches/MatchScorecard_ODI.asp?MatchCode=3876,8
56,Matches/MatchScorecard_ODI.asp?MatchCode=3877,24
57,Matches/MatchScorecard_ODI.asp?MatchCode=3878,16
58,Matches/MatchScorecard_ODI.asp?MatchCode=3884,8
59,Matches/MatchScorecard_ODI.asp?MatchCode=3886,16
61,Matches/MatchScorecard_ODI.asp?MatchCode=3893,12
64,Matches/MatchScorecard_ODI.asp?MatchCode=3898,16
67,Matches/MatchScorecard_ODI.asp?MatchCode=3909,8
68,Matches/MatchScorecard_ODI.asp?MatchCode=3923,8
71,Matches/MatchScorecard_ODI.asp?MatchCode=3929,32
72,Matches/MatchScorecard_ODI.asp?MatchCode=3931,16
73,Matches/MatchScorecard_ODI.asp?MatchCode=3937,8
78,Matches/MatchScorecard_ODI.asp?MatchCode=3950,8
80,Matches/MatchScorecard_ODI.asp?MatchCode=3967,16
82,Matches/MatchScorecard_ODI.asp?MatchCode=3972,8
83,Matches/MatchScorecard_ODI.asp?MatchCode=3973,16
84,Matches/MatchScorecard_ODI.asp?MatchCode=3975,16
85,Matches/MatchScorecard_ODI.asp?MatchCode=3977,16
86,Matches/MatchScorecard_ODI.asp?MatchCode=3981,28
87,Matches/MatchScorecard_ODI.asp?MatchCode=4032,8
88,Matches/MatchScorecard_ODI.asp?MatchCode=4035,8
89,Matches/MatchScorecard_ODI.asp?MatchCode=4041,8
90,Matches/MatchScorecard_ODI.asp?MatchCode=4067,16
91,Matches/MatchScorecard_ODI.asp?MatchCode=4069,8
