,MATCH_ID,SCORE
0,Matches/MatchScorecard_ODI.asp?MatchCode=2831,8
1,Matches/MatchScorecard_ODI.asp?MatchCode=2836,28
2,Matches/MatchScorecard_ODI.asp?MatchCode=2846,8
3,Matches/MatchScorecard_ODI.asp?MatchCode=2848,20
4,Matches/MatchScorecard_ODI.asp?MatchCode=3501,24
5,Matches/MatchScorecard_ODI.asp?MatchCode=3503,20
7,Matches/MatchScorecard_ODI.asp?MatchCode=3508,8
8,Matches/MatchScorecard_ODI.asp?MatchCode=3511,16
9,Matches/MatchScorecard_ODI.asp?MatchCode=3515,8
10,Matches/MatchScorecard_ODI.asp?MatchCode=3573,16
11,Matches/MatchScorecard_ODI.asp?MatchCode=3576,8
13,Matches/MatchScorecard_ODI.asp?MatchCode=3579,24
14,Matches/MatchScorecard_ODI.asp?MatchCode=3593,8
18,Matches/MatchScorecard_ODI.asp?MatchCode=3601,16
19,Matches/MatchScorecard_ODI.asp?MatchCode=3603,16
20,Matches/MatchScorecard_ODI.asp?MatchCode=3607,24
21,Matches/MatchScorecard_ODI.asp?MatchCode=3609,16
22,Matches/MatchScorecard_ODI.asp?MatchCode=3612,8
23,Matches/MatchScorecard_ODI.asp?MatchCode=3685,8
24,Matches/MatchScorecard_ODI.asp?MatchCode=3686,24
27,Matches/MatchScorecard_ODI.asp?MatchCode=3715,16
28,Matches/MatchScorecard_ODI.asp?MatchCode=3717,8
29,Matches/MatchScorecard_ODI.asp?MatchCode=3719,24
30,Matches/MatchScorecard_ODI.asp?MatchCode=3720,28
31,Matches/MatchScorecard_ODI.asp?MatchCode=3723,28
32,Matches/MatchScorecard_ODI.asp?MatchCode=3726,8
34,Matches/MatchScorecard_ODI.asp?MatchCode=3734,16
35,Matches/MatchScorecard_ODI.asp?MatchCode=3737,16
36,Matches/MatchScorecard_ODI.asp?MatchCode=3739,16
37,Matches/MatchScorecard_ODI.asp?MatchCode=3743,24
38,Matches/MatchScorecard_ODI.asp?MatchCode=3745,8
39,Matches/MatchScorecard_ODI.asp?MatchCode=3747,8
40,Matches/MatchScorecard_ODI.asp?MatchCode=3748,24
41,Matches/MatchScorecard_ODI.asp?MatchCode=3753,20
42,Matches/MatchScorecard_ODI.asp?MatchCode=3756,8
43,Matches/MatchScorecard_ODI.asp?MatchCode=3767,8
44,Matches/MatchScorecard_ODI.asp?MatchCode=3778,8
45,Matches/MatchScorecard_ODI.asp?MatchCode=3784,16
46,Matches/MatchScorecard_ODI.asp?MatchCode=3793,8
47,Matches/MatchScorecard_ODI.asp?MatchCode=3794,16
49,Matches/MatchScorecard_ODI.asp?MatchCode=3804,8
50,Matches/MatchScorecard_ODI.asp?MatchCode=3805,16
51,Matches/MatchScorecard_ODI.asp?MatchCode=3806,8
53,Matches/MatchScorecard_ODI.asp?MatchCode=3809,12
54,Matches/MatchScorecard_ODI.asp?MatchCode=3823,8
55,Matches/MatchScorecard_ODI.asp?MatchCode=3824,20
59,Matches/MatchScorecard_ODI.asp?MatchCode=3828,8
60,Matches/MatchScorecard_ODI.asp?MatchCode=3865,24
61,Matches/MatchScorecard_ODI.asp?MatchCode=3866,16
64,Matches/MatchScorecard_ODI.asp?MatchCode=3872,8
65,Matches/MatchScorecard_ODI.asp?MatchCode=3879,8
66,Matches/MatchScorecard_ODI.asp?MatchCode=3883,32
68,Matches/MatchScorecard_ODI.asp?MatchCode=3886,8
69,Matches/MatchScorecard_ODI.asp?MatchCode=3888,8
70,Matches/MatchScorecard_ODI.asp?MatchCode=3951,8
71,Matches/MatchScorecard_ODI.asp?MatchCode=3952,24
73,Matches/MatchScorecard_ODI.asp?MatchCode=3969,24
74,Matches/MatchScorecard_ODI.asp?MatchCode=3970,32
75,Matches/MatchScorecard_ODI.asp?MatchCode=3971,8
76,Matches/MatchScorecard_ODI.asp?MatchCode=3999,8
77,Matches/MatchScorecard_ODI.asp?MatchCode=4002,8
78,Matches/MatchScorecard_ODI.asp?MatchCode=4023,24
79,Matches/MatchScorecard_ODI.asp?MatchCode=4024,8
80,Matches/MatchScorecard_ODI.asp?MatchCode=4026,16
82,Matches/MatchScorecard_ODI.asp?MatchCode=4032,8
83,Matches/MatchScorecard_ODI.asp?MatchCode=4036,8
84,Matches/MatchScorecard_ODI.asp?MatchCode=4039,8
