matchid,date
Matches/MatchScorecard_T20.asp?MatchCode=1028,2019-10-29
Matches/MatchScorecard_T20.asp?MatchCode=1024,2019-10-27
Matches/MatchScorecard_T20.asp?MatchCode=1015,2019-10-26
Matches/MatchScorecard_T20.asp?MatchCode=1005,2019-10-24
Matches/MatchScorecard_T20.asp?MatchCode=0998,2019-10-22
Matches/MatchScorecard_T20.asp?MatchCode=0969,2019-10-19
Matches/MatchScorecard_T20.asp?MatchCode=0962,2019-10-18
Matches/MatchScorecard_T20.asp?MatchCode=0951,2019-10-10
Matches/MatchScorecard_T20.asp?MatchCode=0949,2019-10-09
Matches/MatchScorecard_T20.asp?MatchCode=0944,2019-10-07
Matches/MatchScorecard_T20.asp?MatchCode=0841,2019-06-25
Matches/MatchScorecard_T20.asp?MatchCode=0840,2019-06-23
Matches/MatchScorecard_T20.asp?MatchCode=0940,2019-10-05
Matches/MatchScorecard_T20.asp?MatchCode=0761,2019-02-17
Matches/MatchScorecard_T20.asp?MatchCode=0759,2019-02-15
Matches/MatchScorecard_T20.asp?MatchCode=0746,2019-02-13
Matches/MatchScorecard_T20.asp?MatchCode=1039,2019-11-02
Matches/MatchScorecard_T20.asp?MatchCode=1036,2019-11-01
Matches/MatchScorecard_T20.asp?MatchCode=0688,2018-06-13
Matches/MatchScorecard_T20.asp?MatchCode=0598,2017-01-18
Matches/MatchScorecard_T20.asp?MatchCode=0596,2017-01-17
Matches/MatchScorecard_T20.asp?MatchCode=0593,2017-01-15
Matches/MatchScorecard_T20.asp?MatchCode=0542,2016-03-11
Matches/MatchScorecard_T20.asp?MatchCode=0537,2016-03-09
Matches/MatchScorecard_T20.asp?MatchCode=0546,2016-03-13
Matches/MatchScorecard_T20.asp?MatchCode=0443,2015-07-12
Matches/MatchScorecard_T20.asp?MatchCode=0442,2015-07-11
Matches/MatchScorecard_T20.asp?MatchCode=0440,2015-07-09
Matches/MatchScorecard_T20.asp?MatchCode=0457,2015-07-25
Matches/MatchScorecard_T20.asp?MatchCode=0436,2015-07-03
Matches/MatchScorecard_T20.asp?MatchCode=0172,2010-05-10
Matches/MatchScorecard_T20.asp?MatchCode=0179,2010-05-19
Matches/MatchScorecard_T20.asp?MatchCode=0163,2010-05-05
Matches/MatchScorecard_T20.asp?MatchCode=0156,2010-05-02
Matches/MatchScorecard_T20.asp?MatchCode=0127,2009-11-15
Matches/MatchScorecard_T20.asp?MatchCode=0126,2009-11-13
Matches/MatchScorecard_T20.asp?MatchCode=0104,2009-06-11
Matches/MatchScorecard_T20.asp?MatchCode=0100,2009-06-09
Matches/MatchScorecard_T20.asp?MatchCode=0095,2009-06-07
Matches/MatchScorecard_T20.asp?MatchCode=0115,2009-06-18
Matches/MatchScorecard_T20.asp?MatchCode=0114,2009-06-16
Matches/MatchScorecard_T20.asp?MatchCode=0107,2009-06-13
Matches/MatchScorecard_T20.asp?MatchCode=0089,2009-03-29
